,index,Farm_ID,Farm_uni_ID,Flowcell,Routine_vaccine,culled,w_des,Household_waste,Antibiotic_admin,Supplement,Isolation,npeopl_contact,workers_exp_oa,visitors_inside,other_pa,Type_farm,Unit_traffic,ventilation,water_supply,feed_stored,dogs,Breed_strain,Ruminants,OtherBirds,N_breed,campy,shi,gall,Farm_ID_check,Date,Farm.GPS,N_GPS,E_GPS,Geog_cluster,GWAS,Observed,Chao1,se.chao1,Shannon,InvSimpson,PA2
AECK1CM1,AECK01CM1,AECK-01-K,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,37,81,65,AECK-1(K),24-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,244,913,1131.903226,35.54249423,5.377106425,73.460097,PA1
AECK1CM10,AECK01CM10,AECK-01-C,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,no,no,CK,61,582,550,AECK-1(C),09-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,245,131,155.4736842,11.58418235,3.211585501,11.69009142,PA2
AECK1CM2,AECK01CM2,AECK-01-K,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,46,76,105,AECK-1(K),24-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,246,734,878.925,27.75203132,4.977226984,34.67764431,PA1
AECK1CM3,AECK01CM3,AECK-01-K,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,42,53,32,AECK-1(K),24-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,247,762,894.4390244,25.7616239,5.317377172,75.24706382,PA1
AECK1CM4,AECK01CM4,AECK-01-K,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,22,29,28,AECK-1(K),24-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,248,715,854.9411765,27.08379371,5.085129605,57.64069463,PA1
AECK1CM5,AECK01CM5,AECK-01-K,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,18,105,0,AECK-1(K),24-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,249,666,786.4144144,24.61063123,4.707174516,31.80254236,PA1
AECK1CM7,AECK01CM7,AECK-01-C,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,no,no,CK,219,36,0,AECK-1(C),09-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,251,488,536.2432432,13.78767077,4.900182625,58.31098244,PA2
AECK1CM8,AECK01CM8,AECK-01-C,Farm_AECK-01,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,no,no,CK,395,35,15,AECK-1(C),09-Jan-16,"21.62234N, 70.45700E",21.62234N,70.457,C2,252,317,386.375,21.13855958,4.156474701,28.61756633,PA2
AECK2CM1,AECK02CM1,AECK-02-K,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,51,40,62,AECK-2(K),24-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,351,710,806.6756757,20.88485004,5.304040212,83.76923317,PA1
AECK2CM10,AECK02CM10,AECK-02-C,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,no,no,CK,221,0,0,AECK-2(C),09-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,352,488,539.04,14.3208273,4.536845626,32.27939486,PA1
AECK2CM2,AECK02CM2,AECK-02-K,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,20,18,12,AECK-2(K),24-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,353,771,854.8767123,17.66710067,5.241410771,63.52416381,PA1
AECK2CM3,AECK02CM3,AECK-02-K,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,203,73,81,AECK-2(K),24-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,354,778,910.1654135,25.2220942,5.353884884,81.49773735,PA1
AECK2CM4,AECK02CM4,AECK-02-K,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,62,89,103,AECK-2(K),24-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,355,680,786.8736842,23.40053471,5.104262608,61.50111316,PA1
AECK2CM5,AECK02CM5,AECK-02-K,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,no,no,CK,16,22,0,AECK-2(K),24-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,356,728,827.2857143,21.96636307,5.272665986,65.04912156,PA1
AECK2CM6,AECK02CM6,AECK-02-C,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,no,no,CK,45,0,0,AECK-2(C),09-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,357,476,540.2075472,18.48317853,4.748991786,37.25644088,PA1
AECK2CM7,AECK02CM7,AECK-02-C,Farm_AECK-02,AM159,yes,high,yes,no,yes,yes,yes,2,no,no,no,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,no,no,CK,173,405,78,AECK-2(C),09-Jan-16,"21.62149N, 70.45735E",21.62149N,70.45735,C2,358,915,1150.226415,37.30616305,5.397331092,75.2499075,PA1
AECK3CM1,AECK03CM1,AECK-03-K,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Kadaknath,no,no,CK,110,87,33,AECK-3(K),24-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,371,715,835.8,25.67779001,5.31716209,64.02219618,PA1
AECK3CM10,AECK03CM10,AECK-03-C,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,CK,1009,0,0,AECK-3(C),09-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,372,408,502.7213115,23.97490746,3.592466785,9.758860708,PA1
AECK3CM3,AECK03CM3,AECK-03-K,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Kadaknath,no,no,CK,23,8,0,AECK-3(K),24-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,374,751,880.0545455,25.99300872,5.258490266,64.46980261,PA1
AECK3CM4,AECK03CM4,AECK-03-K,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Kadaknath,no,no,CK,8,43,0,AECK-3(K),24-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,375,683,791.9189189,22.82505156,4.817660066,36.37378062,PA1
AECK3CM5,AECK03CM5,AECK-03-K,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Kadaknath,no,no,CK,222,251,127,AECK-3(K),24-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,376,965,1246.114458,42.31664062,5.502275718,84.48270338,PA1
AECK3CM6,AECK03CM6,AECK-03-C,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,CK,151,409,15,AECK-3(C),09-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,377,337,379.4565217,14.03870505,4.212870284,25.03545724,PA2
AECK3CM7,AECK03CM7,AECK-03-C,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,CK,155,0,0,AECK-3(C),09-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,378,532,610.2692308,19.4568168,4.849895448,52.57140369,PA1
AECK3CM8,AECK03CM8,AECK-03-C,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,CK,1192,0,0,AECK-3(C),09-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,379,437,520.2638889,20.7998105,3.595897286,9.343561596,PA2
AECK3CM9,AECK03CM9,AECK-03-C,Farm_AECK-03,AM159,yes,high,yes,no,yes,yes,yes,3,no,no,no,open,no,Natural,Automatic,Within premises,yes,Commercial broiler,no,no,CK,120,0,0,AECK-3(C),09-Jan-16,"21.47049N, 70.84709E",21.47049N,70.84709,C2,380,540,594.6321839,14.54732703,4.874248158,52.22805282,PA2
AECK4CM1,AECK04CM1,AECK-04-K,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,yes,no,CK,15,3,0,AECK-4(K),23-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,381,554,670.1176471,25.65372592,4.410887998,21.80751396,PA1
AECK4CM10,AECK04CM10,AECK-04-C,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,yes,no,CK,18,0,0,AECK-4(C),27-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,382,801,976.3211009,32.94297439,5.355856989,59.00990204,PA1
AECK4CM2,AECK04CM2,AECK-04-K,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,yes,no,CK,0,7,0,AECK-4(K),23-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,383,581,714.3655914,27.85164275,4.457849402,27.87105781,PA1
AECK4CM4,AECK04CM4,AECK-04-K,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,yes,no,CK,6,94,3,AECK-4(K),23-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,385,651,844.06,36.36902079,4.623351091,26.62438566,PA2
AECK4CM5,AECK04CM5,AECK-04-K,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Kadaknath,yes,no,CK,0,9,0,AECK-4(K),23-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,386,750,956.4132231,36.32987185,4.945906045,37.32149598,PA1
AECK4CM6,AECK04CM6,AECK-04-C,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,yes,no,CK,0,7,0,AECK-4(C),27-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,387,685,864.6548673,33.24239899,4.362561272,13.81650433,PA1
AECK4CM7,AECK04CM7,AECK-04-C,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,yes,no,CK,5,0,0,AECK-4(C),27-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,388,583,762.0645161,34.99760323,3.914689634,8.833234653,PA1
AECK4CM8,AECK04CM8,AECK-04-C,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,yes,no,CK,11,0,0,AECK-4(C),27-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,389,654,783.0254237,25.526696,4.277468995,12.39246522,PA1
AECK4CM9,AECK04CM9,AECK-04-C,Farm_AECK-04,AM159,yes,Normal,yes,no,yes,yes,yes,4,no,no,yes,open,no,Natural,Automatic,Outside premises,yes,Commercial broiler,yes,no,CK,17,0,0,AECK-4(C),27-Jan-16,"22.41628N, 72.78767E",22.41628N,72.78767,C8,390,689,892.0288462,37.41486871,4.364669913,12.75240074,PA1
AEK11CM1,AEK11CM1,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,1,0,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,446,570,689.0131579,26.93952633,4.881341657,49.41250251,PA1
AEK11CM10,AEK11CM10,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,3,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,447,460,595.72,33.64381626,4.515408029,30.85977678,PA1
AEK11CM2,AEK11CM2,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,4,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,448,597,683.8352941,20.5856754,5.011205654,59.34467933,PA1
AEK11CM3,AEK11CM3,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,0,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,449,403,458.122449,16.8035446,4.265094615,25.15454805,PA1
AEK11CM4,AEK11CM4,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,0,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,450,529,631.2727273,23.8968141,4.633392926,37.99002447,PA1
AEK11CM5,AEK11CM5,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,5,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,451,547,648.6,23.54012518,4.672520647,35.18655661,PA1
AEK11CM6,AEK11CM6,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,10,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,452,538,657.5294118,27.86638811,4.731129,39.50339807,PA1
AEK11CM7,AEK11CM7,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,8,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,453,468,536.68,17.81974709,4.510596464,32.80544092,PA1
AEK11CM8,AEK11CM8,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,16,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,454,432,492.6818182,16.76676709,4.184745588,21.90250453,PA1
AEK11CM9,AEK11CM9,AEK-11,Farm_AEK-11,AM159,no,high,no,no,no,no,no,1,no,no,no,Enclosed,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,11,0,AEK-11,24-Feb-16,"23.02674N, 74.18446E",23.02674N,74.18446,C10,455,517,583.95,17.21478138,4.406017703,23.17184328,PA1
AEK12CM1,AEK12CM1,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,456,453,526.3529412,20.66515516,3.734134623,5.951926652,PA1
AEK12CM10,AEK12CM10,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,1,125,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,457,491,596.2763158,24.51590401,4.203887253,17.07861949,PA1
AEK12CM2,AEK12CM2,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,458,447,513,18.44136523,4.36219294,19.79844319,PA1
AEK12CM3,AEK12CM3,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,3,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,459,534,659.345679,27.55894909,4.466440799,28.0439376,PA1
AEK12CM4,AEK12CM4,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,26,3,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,460,509,584.2027027,19.13217625,4.188956914,15.46627024,PA1
AEK12CM5,AEK12CM5,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,110,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,461,544,628.5903614,20.30573086,4.093749915,9.449534402,PA1
AEK12CM6,AEK12CM6,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,16,0,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,462,456,511.35,16.02654112,4.017034214,11.60321504,PA1
AEK12CM7,AEK12CM7,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,16,15,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,463,551,659.1216216,25.20082187,4.264863329,10.86681023,PA1
AEK12CM8,AEK12CM8,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,16,0,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,464,540,641.3690476,23.20378606,4.073913654,11.45164389,PA1
AEK12CM9,AEK12CM9,AEK-12,Farm_AEK-12,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-12,28-Mar-16,"22.71207N, 73.55044E",22.71207N,73.55044,C9,465,365,397.2368421,11.98756195,3.936709823,12.91994457,PA1
AEK13CM1,AEK13CM1,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,466,536,623,21.06640931,4.226699407,10.73086134,PA1
AEK13CM10,AEK13CM10,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,467,196,204.5714286,5.748895041,3.467163491,8.126739856,PA1
AEK13CM2,AEK13CM2,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,44,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,468,528,607.5185185,19.50508829,4.067345323,10.49251216,PA1
AEK13CM3,AEK13CM3,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,16,495,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,469,515,626.3424658,25.87079539,4.008061562,10.48063832,PA1
AEK13CM4,AEK13CM4,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,19,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,470,489,571.88,20.51293904,3.787764517,6.822966978,PA1
AEK13CM5,AEK13CM5,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,471,487,598.9850746,26.59943898,3.754504973,6.375110179,PA1
AEK13CM6,AEK13CM6,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,472,529,640,27.7683993,4.435491009,16.4980002,PA1
AEK13CM7,AEK13CM7,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,5,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,473,710,906.6239316,35.31100079,4.598099547,17.90034893,PA1
AEK13CM8,AEK13CM8,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,5,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,474,402,475.6363636,21.56807842,4.266948093,22.15271669,PA1
AEK13CM9,AEK13CM9,AEK-13,Farm_AEK-13,AM159,no,high,no,no,no,no,no,4,no,no,no,open,no,Artificial,Manual,Outside premises,no,Kadaknath,no,no,K,0,0,0,AEK-13,28-Mar-16,"22.75089N, 73.60692E",22.75089N,73.60692,C9,475,481,537.7662338,15.38410927,4.36646582,18.98865181,PA1
AEK14CM1,AEK14CM1,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,22,32,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,476,781,979.6328125,34.72587407,4.98432122,38.51973361,PA1
AEK14CM10,AEK14CM10,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,137,287,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,477,466,611.1428571,34.3235985,4.431505607,28.64653203,PA1
AEK14CM2,AEK14CM2,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,194,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,478,603,709.0833333,24.0190724,5.069237564,74.96486946,PA1
AEK14CM3,AEK14CM3,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,8,116,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,479,764,975.7647059,37.23208302,5.100770696,50.16590171,PA1
AEK14CM4,AEK14CM4,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,5,15,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,480,684,798.6610169,23.36225498,5.060536088,64.11789229,PA1
AEK14CM5,AEK14CM5,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,2,8,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,481,811,1032.593103,36.52724836,4.920623681,34.23640541,PA1
AEK14CM6,AEK14CM6,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,4,21,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,482,768,960.6521739,34.92177515,5.160227952,63.8977346,PA1
AEK14CM7,AEK14CM7,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,20,64,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,483,679,840.0277778,30.9277774,5.072077169,57.66034737,PA1
AEK14CM8,AEK14CM8,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,172,88,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,484,546,659.6097561,25.46988892,4.666614226,36.43649691,PA1
AEK14CM9,AEK14CM9,AEK-14,Farm_AEK-14,AM159,no,high,no,no,no,no,no,3,no,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,3,0,AEK-14,28-Mar-16,"22.75062N, 73.60161E",22.75062N,73.60161,C9,485,725,940.009434,38.9251138,4.815287634,40.64809497,PA1
AEK15CM1,AEK15CM1,AEK-15,Farm_AEK-15,AM159,no,high,no,no,no,no,no,2,yes,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,2,0,0,AEK-15,29-Mar-16,"22.82274N, 73.55486E",22.82274N,73.55486,C9,486,759,962.7913043,36.48117734,5.032580058,48.7125543,PA1
AEK15CM10,AEK15CM10,AEK-15,Farm_AEK-15,AM159,no,high,no,no,no,no,no,2,yes,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,5,2,0,AEK-15,29-Mar-16,"22.82274N, 73.55486E",22.82274N,73.55486,C9,487,811,983.649635,30.62825977,5.126545008,44.61155733,PA1
AEK15CM2,AEK15CM2,AEK-15,Farm_AEK-15,AM159,no,high,no,no,no,no,no,2,yes,no,no,open,no,Natural,Manual,Within premises,no,Kadaknath,no,no,K,0,33,0,AEK-15,29-Mar-16,"22.82274N, 73.55486E",22.82274N,73.55486,C9,488,688,944.2765957,46.33708253,4.821048184,44.63946388,PA1
